-73.808344|41.128393|PLV_LAT
-73.809095|41.127081|PLV_Miller
-73.809692|41.127413|PLV_LIENHARD
-73.805302|41.126664|PLV_GOLDSTEIN
-73.809295|41.129429|PLV_GOLDSTEINGYM
-73.808012|41.125481|PLV_DYSON
-73.807506|41.126033|PLV_WILCOX
-73.807441|41.127590|PLV_Library
-73.809465|41.128592|PLV_Choate
-73.808973|41.131604|PLV_OSA
-73.808475|41.130207|PLV_EnvironmentalCenter
-73.808743|41.128397|PLV_Kessel
-73.807309|41.125529|PLV_A
-73.807561|41.125008|PLV_B
-73.809089|41.125372|PLV_C
-73.809075|41.126038|PLV_D
-73.809072|41.126806|PLV_E
-73.810249|41.126912|PLV_F
-73.809759|41.129091|PLV_H
-73.808624|41.129500|PLV_I
-73.810408|41.127869|PLV_ATHELTICS
-73.803973|41.127906|PLV_O
-73.808337|41.131209|PLV_P
-73.806636|41.127156|PLV_T
-73.804735|41.127120|PLV_U
-73.805277|41.127439|PLV_X
-73.807524|41.126950|PLV_Z
-73.810249|41.131481|PLV_FITTRAIL
-73.804574|41.127794|PLV_BUSSTOP_NORTH
-73.808884|41.127006|PLV_BUSSTOP_MILLER
-73.807798|41.125930|PLV_BUSSTOP_WILCOX
-73.808086|41.129610|PLV_Alumni
-73.807263|41.128575|PLV_Elm
-73.805270|41.128309|PLV_North
-73.808189|41.125831|PLV_Marks
-73.808238|41.127508|PLV_Pond
-73.806595|41.129335|PLV_Martin
-73.811428|41.129816|PLV_BASEBALL
-73.810629|41.128487|PLV_FOOTBALL
-73.898747|40.931210|NYC_ACCESSPOINT
-74.005452|40.711590|NYC_OnePacePlaza
-74.009344|40.710031|NYC_Broadway
-74.007566|40.709136|NYC_JohnStreet
-74.007007|40.709703|NYC_fulton
-74.005368|40.709811|NYC_William
-74.006147|40.710184|NYC_WilliamII
-74.006296|40.709313|NYC_William140
-74.005156|40.711335|NYC_OnePacePlaza_CCAR
-74.005457|40.711489|NYC_OnePacePlaza_Honors
-74.006369|40.710164|NYC_William163_IP
-74.004416|40.710814|NYC_Maria
-74.004845|40.711099|NYC_Court_Yard
-74.006542|40.711491|NYC_OnePace_TUTORING
-74.005286|40.711224|NYC_OnePace_IT
-74.004995|40.711473|NYC_OnePace_OSA
-74.006211|40.711674|NYC_ParksRow
-74.006690|40.711563|NYC_HEALTH
-74.006244|40.711616|NYC_ParksRow_Bookstore
-74.004317|40.710556|NYC_Library
-74.005084|40.711196|NYC_Lubin
-74.004437|40.710538|NYC_Cafe101
-74.005800|40.710577|NYC_BEEKMAN
-74.006387|40.711704|NYC_Confucius
-74.006422|40.711416|NYC_SSS
-74.004623|40.710846|NYC_Schimmel
-74.006465|40.711359|NYC_CareerS
PLV_OSA|Office of Student Assistance|Services of Financial Aid, Student Accounts|pace_osa_icon
PLV_EnvironmentalCenter|Environmental Center|Charming place open to all and is especially a favorite destination of families with young children. |environmentmkr
PLV_Miller|Miller Hall|College Academic Building, College Classroom |classmkr
PLV_LIENHARD|Lienhard Hall|College Academic Building and College Nursing Building|classmkr
PLV_GOLDSTEIN|Goldstien Academic Center|Home of Lubin and Computer Science students|classmkr
PLV_GOLDSTEINGYM|Goldstien Fitness Center|Gym,Pool & Basketball courts & Health Center|pace_gym_dogpound
PLV_Marks|Marks Hall|Welcome Center & Mathematics department|pace_dorms
PLV_DYSON|Dyson Hall|Home to all Science students & Science Professors|classmkr
PLV_WILCOX|Wilcox Hall|Academic Building & Technical Support- first floor|classmkr
PLV_Kessel|Kessel Center|Campus Food & Dinning Hall,Lounges,Bookstore|pace_kessel
PLV_Library|Mortola Library|Open 24 Hours for" +"studying and group work|pace_library
PLV_Pond|Choate Pond|Pace's iconic land mark|pondmkr
PLV_Choate|Choate House|English Department and Art show|choatemkr
PLV_North|North Hall|Student dormitory located near Entrance 3|dormmkr
PLV_Elm|Elm Hall|NEW Student dormitory part of the master plan|dormmkr
PLV_Alumni|Alumni Hall|NEW Student dormitory part of the master plan & Security Office|dormmkr
PLV_Martin|Martin Hall|Student dormitory located near Entrance 3|dormmkr
PLV_BASEBALL|Baseball Field|NEW Baseball field near Goldstien Gym|baseballmker
PLV_Football|Football Field|Rebuilt Football field behind Choate house|football_mker
PLV_FITTRAIL|Fit trail|On campus trail for walking|fit
PLV_BUSSTOP_NORTH|Bus Stop|Campus shuttle stop-North Entrance 3|bus_stop
PLV_BUSSTOP_MILLER|Bus Stop|Campus shuttle stop- Entrance 2|bus_stop
PLV_BUSSTOP_WILCOX|Bus Stop|Campus shuttle stop- Entrance 1|bus_stop
NYC_OnePacePlaza|One Pace Plaza|Lubin Administration and Advisement-4th FL|pace_one_plaza
NYC_Schimmel|Schimmel Center|Performance to the arts – B level|schimmelmkr
NYC_OnePacePlaza_Honors|Office for Student Success/Honors College|•Office for any need on campus Rm-Y21–2nd FL/Rm W209A|studentsuccessmkr
NYC_Lubin|Lubin School of Business|•The business school of Pace University|classmkr
NYC_Maria|Maria's Tower|•TV lounge and a study lounge on every floor|maria_tower
NYC_Cafe101|Cafe 101|•Starbucks/Food Court-1st Fl|pace_kessel
NYC_Library|Henry Birnbaum Library|•Study lounges/private group study rooms available-1st Fl|pace_library
NYC_Court_Yard|Court Yard|•Relax in this outdoor area- 1st Fl|courtyardmkr
NYC_OnePace_IT|Information Technology Center|•Tech support available- 2nd Fl|itmkr
NYC_ParksRow|41 Parks Row|•Classrooms and offices/SDCA-8th|classmkr
NYC_ParksRow_Bookstore|Barns & Noble BookStore|•Purchase books,apparel and more|pace_library_kid
NYC_OnePace_TUTORING|Tutoring Center/First Year Experience/Advising Center for Exploring Majors|•Student/Professional tutors and more available- 2nd Fl|tutormkr
NYC_HEALTH|Health Center|•Nurse available-Rm 313 3rd Fl|healthmkr
NYC_SSS|Student Support Services|•First year student support/CURE- 4th Fl|sssmkr
NYC_WilliamII|163 William Street|•Seidenberg School of Computer Science-2nd Fl|seidenbergmkr
NYC_William163_IP|International Programs and Services|•Study Abroad/International Student AD-16th Fl|dormmkr
NYC_JohnStreet|55 John Street|•Residence Halls|dormmkr
NYC_Broadway|182 Broadway|•Residence Hall|dormmkr
NYC_William|156 William Street|•Counseling Center–8th FL/Human Resources-5th Fl|hrmkr
NYC_William140|140 William Street|•Performing Arts|schimmelmkr
NYC_BEEKMAN|33 Beekman st|•Student housing|dormmkr
NYC_OnePace_OSA|Office of Student Assistance|•Holds/Financial questions/Degree verification -1st Fl|pace_osa_icon
NYC_Confucius|Office of Multicultural Affairs & Dean for Students|•Social Justice Center/Student Government- 9th Fl|socialjusticemkr
NYC_OnePacePlaza_CCAR|Center for Undergraduate Research Experiences |•CCAR Rm-Y31–3rd Fl|undergrademkr
NYC_CareerS|Career Services/Dyson Administration and Advisement|•Future for you begins here-14th FL/Dyson-16th Fl|csmkr
